"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"10709","LOC105677990","gene11928","uncharacterized LOC105677990",5573
"3728","LOC105671010","gene5570","stAR-related lipid transfer protein 3",3679
"3723","LOC105671005","gene5571","diacylglycerol kinase 1",6505
"3748","LOC105671030","gene5573","enhancer of mRNA-decapping protein 4",4507
"3738","LOC105671020","gene5576","palmitoyltransferase ZDHHC5",3597
"6562","LOC105673844","gene8279","",327.666666666667
"10224","LOC105677505","gene11438","AMME syndrome candidate gene 1 protein-like",1750.5
"5351","LOC105672633","gene6900","tachykinins",3378
"5318","LOC105672600","gene6904","uncharacterized LOC105672600",2805
"5319","LOC105672601","gene6906","mitogen-activated protein kinase 14B-like",2164
"5321","LOC105672603","gene6909","nicalin",2666
"5854","LOC105673136","gene7466","ubiquitin carboxyl-terminal hydrolase 45",4831
"7190","LOC105674472","gene8627","gamma-glutamyltransferase 7-like",1609
"7132","LOC105674414","gene8624","E3 ubiquitin-protein ligase TM129",1754
"6687","LOC105673969","gene8199","MOB kinase activator-like 4",1355
"6678","LOC105673960","gene8198","aromatic-L-amino-acid decarboxylase-like",2218
"7194","LOC105674476","gene8629","protein bric-a-brac 2-like",2816.42857142857
"8499","LOC105675780","gene9864","DNA repair and recombination protein RAD54B-like",2967.5
"8524","LOC105675805","gene9863","bladder cancer-associated protein",937
"3195","LOC105670477","gene5101","spectrin beta chain, non-erythrocytic 5",13581.75
"3199","LOC105670481","gene5100","aryl hydrocarbon receptor nuclear translocator homolog",6705
"3198","LOC105670480","gene5104","lisH domain-containing protein ARMC9-like",2871.75
"3204","LOC105670486","gene5106","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8",1698.25
"7494","LOC105674775","gene8999","serine/threonine-protein kinase SBK1",1887
"7495","LOC105674776","gene8990","uncharacterized LOC105674776",798
"7449","LOC105674730","gene8993","tyrosine-protein phosphatase Lar",8199.75
"7442","LOC105674723","gene8995","uncharacterized LOC105674723",1644
"7455","LOC105674736","gene8994","uncharacterized LOC105674736",1335
"6147","LOC105673429","gene7664","uncharacterized LOC105673429",1447
"6088","LOC105673370","gene7668","probable tubulin polyglutamylase TTLL9",1921
"6580","LOC105673862","gene8271","zinc finger protein 835-like",4752
"248","LOC105667530","gene2379","kidney mitochondrial carrier protein 1",1235.66666666667
"250","LOC105667532","gene2378","protein FAN",2886
"204","LOC105667486","gene2377","ubiquitin carboxyl-terminal hydrolase 14",1880
"1531","LOC105668813","gene3420","uncharacterized LOC105668813",1280
"2581","LOC105669863","gene4433","T-complex protein 1 subunit eta",2334
"4034","LOC105671316","gene5818","ubiquitin-conjugating enzyme E2 J2",2367
"1481","LOC105668763","gene3427","uncharacterized LOC105668763",3934
"4167","LOC105671449","gene5811","pre-mRNA 3' end processing protein WDR33",3983
"4030","LOC105671312","gene5815","rho GTPase-activating protein 100F",6670.5
"12096","LOC105679377","gene1480","synaptotagmin-7",3112.375
"10935","LOC105678216","gene12154","mitotic spindle assembly checkpoint protein MAD1",2307
"11067","LOC105678348","gene12150","ras-specific guanine nucleotide-releasing factor 2-like",10638
"628","LOC105667910","gene2596","neprilysin-1-like",2980.5
"4541","LOC105671823","gene6283","fasciclin-3",3156
"4175","LOC105671457","gene5742","glutamate--cysteine ligase catalytic subunit",2571.66666666667
"4039","LOC105671321","gene5748","early endosome antigen 1",4804.375
"5866","LOC105673148","gene7521","uncharacterized LOC105673148",1317.33333333333
"5863","LOC105673145","gene7522","uncharacterized LOC105673145",1484
"5805","LOC105673087","gene7528","regulator of G-protein signaling 9",4707
"4360","LOC105671642","gene6131","uncharacterized LOC105671642",1745
"4362","LOC105671644","gene6130","solute carrier family 52, riboflavin transporter, member 3-A-like",2224.33333333333
"4371","LOC105671653","gene6138","plasma membrane calcium-transporting ATPase 3",6747.68181818182
"5761","LOC105673043","gene7425","",449.5
"795","LOC105668077","gene2901","putative transcription factor capicua",9041.66666666667
"10279","LOC105677560","gene1191","protein SGT1 homolog ecdysoneless",2507
"10509","LOC105677790","gene1197","E3 ubiquitin-protein ligase RNF25",2820
"6689","LOC105673971","gene8292","protein spinster",2113
"6712","LOC105673994","gene8290","kinase suppressor of Ras 2",2897
"6693","LOC105673975","gene8296","probable ATP-dependent RNA helicase DDX20",4466
"12452","LOC105679733","gene1841","presenilin-1",3117
"12451","LOC105679732","gene1842","F-box-like/WD repeat-containing protein TBL1XR1",3258
"12456","LOC105679737","gene1843","uncharacterized LOC105679737",2313
"3045","LOC105670327","gene537","Fanconi anemia group D2 protein homolog",4737
"3012","LOC105670294","gene4909","uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like",7462
"3285","LOC105670567","gene5185","ankyrin repeat domain-containing protein 13C",2615.66666666667
"3024","LOC105670306","gene530","brahma-associated protein of 60 kDa",1928.5
"7667","LOC105674948","gene9171","putative uncharacterized protein DDB_G0271606",4740
"10727","LOC105678008","gene1243","uncharacterized LOC105678008",4137.2
"10716","LOC105677997","gene1246","anaphase-promoting complex subunit 4",2421
"10721","LOC105678002","gene1245","uncharacterized LOC105678002",2875
"2250","LOC105669532","gene4199","uncharacterized LOC105669532",4272.5
"2319","LOC105669601","gene4198","GRB2-associated-binding protein 2",3745
"7670","LOC105674951","gene9174","methyltransferase-like protein 4",1703.1
"2309","LOC105669591","gene4190","neuropeptides capa receptor-like",2073
"2291","LOC105669573","gene4193","WD repeat-containing protein 19",5909
"1673","LOC105668955","gene3658","ubiquitin-like-conjugating enzyme ATG10",1540.14285714286
"7672","LOC105674953","gene9176","factor VIII intron 22 protein-like",1254.4
"202","LOC105667484","gene2409","uncharacterized LOC105667484",932
"7375","LOC105674656","gene8878","ejaculatory bulb-specific protein 3",554
"7337","LOC105674619","gene8870","integral membrane protein 2C",2755
"9289","LOC105676570","gene1105","forkhead box protein P1",3213.8
"9239","LOC105676520","gene1101","serine/threonine-protein kinase PAK mbt",2680
"9184","LOC105676465","gene1100","facilitated trehalose transporter Tret1",4227
"9356","LOC105676637","gene1108","dual serine/threonine and tyrosine protein kinase-like",3526
"8332","LOC105675613","gene9475","DNA replication factor Cdt1",2884
"8329","LOC105675610","gene9477","CAS1 domain-containing protein 1",3151
"3082","LOC105670364","gene4991","kinesin-like protein KIF23",1335
"9130","LOC105676411","gene10448","serine/arginine repetitive matrix protein 2",5167
"5464","LOC105672746","gene7160","rab GDP dissociation inhibitor beta",2318
"1631","LOC105668913","gene3654","histone-arginine methyltransferase CARMER",5849
"9159","LOC105676440","gene10442","uncharacterized LOC105676440",1723
"6985","LOC105674267","gene8541","PDZ domain-containing protein 8",5128
"210","LOC105667492","gene2407","CCR4-NOT transcription complex subunit 1",8434.33333333333
"11664","LOC105678945","gene12815","uncharacterized LOC105678945",1865
"4936","LOC105672218","gene6739","homeobox protein SIX3",3254.8
"11662","LOC105678943","gene12817","glycerol kinase-like",1868
"11651","LOC105678932","gene12813","midasin",16456
"4990","LOC105672272","gene6733","WD repeat and HMG-box DNA-binding protein 1",4438
"7016","LOC105674298","gene8656","uncharacterized LOC105674298",5548
"93","LOC105667375","gene2295","general transcription factor IIH subunit 2",1646
"92","LOC105667374","gene2296","cationic amino acid transporter 3",2790.57142857143
"136","LOC105667418","gene2297","tectonin beta-propeller repeat-containing protein",5096.5
"135","LOC105667417","gene2290","dorsal-ventral patterning protein Sog",5849
"528","LOC105667810","gene2740","uncharacterized LOC105667810",7411
"531","LOC105667813","gene2741","TBC1 domain family member 24",2902.28571428571
"105","LOC105667387","gene2298","casein kinase II subunit alpha",1646
"609","LOC105667891","gene2748","probable helicase senataxin",5782
"613","LOC105667895","gene2749","methylated-DNA--protein-cysteine methyltransferase",1141
"4777","LOC105672059","gene6457","histone H4 transcription factor",2105
"4776","LOC105672058","gene6454","pseudouridylate synthase 7 homolog",2595
"4714","LOC105671996","gene6452","sorbin and SH3 domain-containing protein 1",7569.04545454545
"4698","LOC105671980","gene6450","",140.222222222222
"4759","LOC105672041","gene6459","interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog",1329.6
"4610","LOC105671892","gene674","transcription initiation factor TFIID subunit 3",4155.5
"5531","LOC105672813","gene7280","pre-mRNA-processing factor 39-like",2843
"12823","LOC105680104","gene2124","serine/threonine-protein kinase 10",6148.8
"8882","LOC105676163","gene10289","T-complex protein 11-like protein 1",2247
"8880","LOC105676161","gene10288","regulator of telomere elongation helicase 1 homolog",3662.5
"4146","LOC105671428","gene5984","dual specificity mitogen-activated protein kinase kinase 4",3074
"11278","LOC105678559","gene12365","centaurin-gamma-1A",3065
"11099","LOC105678380","gene12360","carnitine O-acetyltransferase-like",2427
"11255","LOC105678536","gene12368","ubiquitin carboxyl-terminal hydrolase 10",3208
"12790","LOC105680071","gene2084","uncharacterized LOC105680071",1024
"11505","LOC105678786","gene12738","uncharacterized LOC105678786",1956
"2940","LOC105670222","gene4865","molybdenum cofactor biosynthesis protein 1",1684.5
"11815","LOC105679096","gene12883","COP9 signalosome complex subunit 4",1509
"1672","LOC105668954","gene3659","single-stranded DNA-binding protein 3",6450
"8269","LOC105675550","gene9541","proline-rich nuclear receptor coactivator 2-like",3641
"1635","LOC105668917","gene3656","putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",1881.5
"11818","LOC105679099","gene12884","Golgi phosphoprotein 3 homolog rotini",2449
"7105","LOC105674387","gene8897","protein lap4",7752
"5778","LOC105673060","gene7439","serine/arginine repetitive matrix protein 2",6155
"1073","LOC105668355","gene341","uncharacterized LOC105668355",2426.5
"6217","LOC105673499","gene7847","DNA-directed RNA polymerase I subunit RPA1",5379
"6266","LOC105673548","gene7844","putative sodium-dependent multivitamin transporter",4429
"5785","LOC105673067","gene7435","snRNA-activating protein complex subunit 1",1460
"812","LOC105668094","gene2914","uncharacterized LOC105668094",902
"10149","LOC105677430","gene11514","ribosomal protein S6 kinase beta-1-like",3913
"5611","LOC105672893","gene7297","protein turtle",6131
"6031","LOC105673313","gene7734","flap endonuclease GEN",2704
"519","LOC105667801","gene2667","myotubularin-related protein 14",2760
"9895","LOC105677176","gene11183","ribonuclease P protein subunit p14",480
"9887","LOC105677168","gene11181","hypoxia-inducible factor 1-alpha",6951
"5617","LOC105672899","gene7291","lachesin-like",2750
"2277","LOC105669559","gene4207","protein 60A",5029
"9335","LOC105676616","gene10325","glycerol-3-phosphate acyltransferase 3",2404.33333333333
"9232","LOC105676513","gene10326","dedicator of cytokinesis protein 1",7555.5
"3750","LOC105671032","gene5558","F-box only protein 21-like",2090
"9086","LOC105676367","gene10329","importin subunit beta-1",4139.5
"10101","LOC105677382","gene11456","aftiphilin",4530.33333333333
"10786","LOC105678067","gene11983","facilitated trehalose transporter Tret1-like",2284.2
"10785","LOC105678066","gene11982","glutamate receptor 1-like",3099.4
"10764","LOC105678045","gene11981","gamma-aminobutyric acid receptor subunit beta",1617.625
"10760","LOC105678041","gene11980","uncharacterized LOC105678041",8427.2
"5399","LOC105672681","gene7101","ATP-dependent DNA helicase PIF1-like",1996
"10784","LOC105678065","gene11989","endothelial PAS domain-containing protein 1-like",5705.66666666667
"5353","LOC105672635","gene6922","melanotransferrin",3169
"5133","LOC105672415","gene6928","RNA-binding protein Musashi homolog Rbp6",7526
"7292","LOC105674574","gene8608","vacuolar protein sorting-associated protein 33B",1927
"7392","LOC105674673","gene8601","putative histone-lysine N-methyltransferase 1",3220
"7367","LOC105674648","gene8600","dynamin-like 120 kDa protein, mitochondrial",3250
"7223","LOC105674505","gene8603","midnolin-like",6012.5
"7222","LOC105674504","gene8602","E3 ubiquitin-protein ligase MIB2",6801
"7326","LOC105674608","gene8605","DNA-binding protein RFX2",6713.8
"7369","LOC105674650","gene8604","ATP-binding cassette sub-family D member 3",2347
"7290","LOC105674572","gene8607","uncharacterized LOC105674572",3630
"7293","LOC105674575","gene8606","sorting nexin-30-like",2474
"9333","LOC105676614","gene10581","thyroid receptor-interacting protein 11",3136
"9337","LOC105676618","gene10582","ATP-binding cassette sub-family B member 7, mitochondrial",2378.5
"9246","LOC105676527","gene10585","ras-related GTP-binding protein C",1361.25
"9243","LOC105676524","gene10586","gamma-tubulin complex component 5",3590.33333333333
"3306","LOC105670588","gene5161","vacuolar protein sorting-associated protein 18 homolog",3149
"6924","LOC105674206","gene8469","ribosomal protein S6 kinase 2 beta",2590
"6916","LOC105674198","gene8464","FMRFamide receptor",2245
"6911","LOC105674193","gene8461","solute carrier family 35 member F5",4342
"6870","LOC105674152","gene883","paired amphipathic helix protein Sin3b",6231.8
"7118","LOC105674400","gene886","PR domain zinc finger protein 5-like",3202
"7040","LOC105674322","gene887","uncharacterized LOC105674322",1790
"9862","LOC105677143","gene11189","G protein pathway suppressor 2-like",1700
"9888","LOC105677169","gene11188","probable ATP-dependent RNA helicase spindle-E",4354
"2557","LOC105669839","gene4388","AP-1 complex subunit gamma-1",4675
"1867","LOC105669149","gene3860","uncharacterized LOC105669149",3316.33333333333
"1872","LOC105669154","gene3864","retinol dehydrogenase 12-like",1038
"1966","LOC105669248","gene3867","glutamyl aminopeptidase-like",3491.5
"3318","LOC105670600","gene5224","zinc finger protein 809-like",1077
"9557","LOC105676838","gene10895","uncharacterized transporter ESBP6-like",2424
"12503","LOC105679784","gene1715","GPI ethanolamine phosphate transferase 1-like",2982
"12521","LOC105679802","gene1717","uncharacterized LOC105679802",2920
"187","LOC105667469","gene2350","testis-expressed sequence 2 protein",4056
"8091","LOC105675372","gene9736","bumetanide-sensitive sodium-(potassium)-chloride cotransporter",3309.4
"8089","LOC105675370","gene9735","receptor-type tyrosine-protein phosphatase zeta",5858.66666666667
"1496","LOC105668778","gene3406","leucine-rich repeats and immunoglobulin-like domains protein 2",7161
"1361","LOC105668643","gene3402","coiled-coil domain-containing protein AGAP005037-like",3697
"3978","LOC105671260","gene5837","synaptic vesicle glycoprotein 2B-like",2604
"3987","LOC105671269","gene5836","uncharacterized LOC105671269",1439.33333333333
"10960","LOC105678241","gene12173","Down syndrome cell adhesion molecule-like protein Dscam2",6590.5
"10968","LOC105678249","gene12171","protein broad-minded-like",3601
"10962","LOC105678243","gene12170","TBC domain-containing protein kinase-like protein",2686
"11046","LOC105678327","gene12177","death-associated protein kinase 1-like",4771
"5409","LOC105672691","gene7095","uncharacterized LOC105672691",4935.4
"5416","LOC105672698","gene7099","uncharacterized LOC105672698",2078
"5410","LOC105672692","gene7098","eukaryotic translation initiation factor 2-alpha kinase-like",3515
"4198","LOC105671480","gene5769","tyrosine-protein phosphatase non-receptor type 7-like",2523.33333333333
"4012","LOC105671294","gene5768","myelin regulatory factor-like protein",5753
"4157","LOC105671439","gene5760","calponin homology domain-containing protein DDB_G0272472-like",1582
"3945","LOC105671227","gene5762","paired mesoderm homeobox protein 1",1007
"4011","LOC105671293","gene5767","uncharacterized protein KIAA1109-like",15120
"5985","LOC105673267","gene7547","protein-tyrosine sulfotransferase",2470.4
"5907","LOC105673189","gene7544","protein alan shepard",4513
"5903","LOC105673185","gene7541","uncharacterized LOC105673185",4423
"4377","LOC105671659","gene6157","rap1 GTPase-activating protein 1-like",6395.66666666667
"4417","LOC105671699","gene6156","disks large homolog 5",6628.33333333333
"4438","LOC105671720","gene6152","protein kinase C-binding protein 1",4142.2
"3652","LOC105670934","gene5490","palmitoyltransferase ZDHHC2",1787
"5739","LOC105673021","gene7405","uncharacterized LOC105673021",3745
"831","LOC105668113","gene2929","probable cytochrome P450 6a14",1881.66666666667
"10105","LOC105677386","gene11455","zinc finger protein 271-like",2512
"2047","LOC105669329","gene4019","homeobox protein OTX2-like",1136
"2032","LOC105669314","gene4011","sodium/potassium/calcium exchanger Nckx30C",7357
"2031","LOC105669313","gene4012","chondroitin sulfate proteoglycan 4",8651
"2050","LOC105669332","gene4015","E3 ubiquitin-protein ligase Nedd-4",5611.8
"2043","LOC105669325","gene4016","semaphorin-1A-like",7034
"2054","LOC105669336","gene4017","inactive tyrosine-protein kinase 7-like",6847
"6024","LOC105673306","gene7722","uncharacterized LOC105673306",3249
"5376","LOC105672658","gene7076","uncharacterized LOC105672658",7777
"2200","LOC105669482","gene4172","myb-like protein X",4214
"2227","LOC105669509","gene4175","arylsulfatase B-like",1286.2
"2210","LOC105669492","gene4179","SKI/DACH domain-containing protein 1-like",2206
"2261","LOC105669543","gene4178","AF4/FMR2 family member 4",6580.5
"6057","LOC105673339","gene7720","uncharacterized LOC105673339",6099
"6389","LOC105673671","gene8003","putative uncharacterized protein DDB_G0271606",1777
"7115","LOC105674397","gene8817","uncharacterized LOC105674397",1409.25
"7240","LOC105674522","gene8811","pecanex-like protein 1",7295.375
"7241","LOC105674523","gene8812","uncharacterized LOC105674523",2151.8
"7114","LOC105674396","gene8819","uncharacterized LOC105674396",1286
"10633","LOC105677914","gene11846","rab3 GTPase-activating protein catalytic subunit",3047
"10641","LOC105677922","gene11845","DNA polymerase epsilon catalytic subunit A",7365
"9062","LOC105676343","gene10462","lysophospholipid acyltransferase 5",2036
"8946","LOC105676227","gene10467","biotin--protein ligase",3671
"9059","LOC105676340","gene10464","mitogen-activated protein kinase kinase kinase 7-like",3159
"9322","LOC105676603","gene10468","H( )/Cl(-) exchange transporter 3",3032
"7342","LOC105674624","gene8905","suppressor of hairless protein",3743.5
"4901","LOC105672183","gene6710","serine hydrolase-like protein",1568
"4895","LOC105672177","gene6717","TBC1 domain family member 23",2483
"4896","LOC105672178","gene6716","mitochondrial import receptor subunit TOM70",2339
"2459","LOC105669741","gene477","rab5 GDP/GTP exchange factor",2229.5
"536","LOC105667818","gene2729","lateral signaling target protein 2 homolog",7197
"944","LOC105668226","gene3014","progestin and adipoQ receptor family member 4",1753
"605","LOC105667887","gene2725","uncharacterized protein C2orf42 homolog",2575
"538","LOC105667820","gene2727","5-hydroxytryptamine receptor 1",2521.5
"463","LOC105667745","gene2720","protein eva-1 homolog C",2946.2
"579","LOC105667861","gene2721","poly(A) polymerase type 3",7485
"626","LOC105667908","gene2723","translation initiation factor eIF-2B subunit delta",2024
"4631","LOC105671913","gene6439","rho GDP-dissociation inhibitor 2",3422.5
"8146","LOC105675427","gene9647","protein couch potato",2954.66666666667
"4637","LOC105671919","gene6435","monocarboxylate transporter 10",3681.66666666667
"4019","LOC105671301","gene5919","BRCA1-associated RING domain protein 1-like",1966
"12688","LOC105679969","gene2012","uncharacterized LOC105679969",6436
"4845","LOC105672127","gene695","general transcription factor IIH subunit 4",2112
"4889","LOC105672171","gene692","uncharacterized LOC105672171",4770
"4772","LOC105672054","gene691","golgin-84",2335.5
"4791","LOC105672073","gene690","mitochondrial import inner membrane translocase subunit Tim8 A-like",537
"5698","LOC105672980","gene7393","cytochrome P450 9e2-like",2306
"5678","LOC105672960","gene7390","cytochrome P450 9e2-like",1911
"5758","LOC105673040","gene7397","NECAP-like protein CG9132",1802
"5728","LOC105673010","gene7394","uncharacterized LOC105673010",2776
"5729","LOC105673011","gene7395","uncharacterized LOC105673011",766
"5757","LOC105673039","gene7398","vam6/Vps39-like protein",2961
"5750","LOC105673032","gene7399","spectrin beta chain",9021
"11439","LOC105678720","gene12696","trafficking protein particle complex subunit 11",3754
"11448","LOC105678729","gene12697","uncharacterized LOC105678729",549
"11553","LOC105678834","gene12690","F-box/WD repeat-containing protein 5",2631.5
"4646","LOC105671928","gene6388","uncharacterized protein MAL8P1.12-like",3897.5
"4650","LOC105671932","gene6389","caspase-1-like",2408
"11125","LOC105678406","gene12439","MAP kinase-interacting serine/threonine-protein kinase 1",4387
"11181","LOC105678462","gene12348","uncharacterized LOC105678462",2306
"11152","LOC105678433","gene12432","rho GTPase-activating protein 32",5910.33333333333
"11305","LOC105678586","gene12430","homeobox protein DLX-3-like",3449
"11209","LOC105678490","gene12342","uncharacterized LOC105678490",7752.57142857143
"1157","LOC105668439","gene3099","uncharacterized LOC105668439",6430
"7341","LOC105674623","gene8709","F-BAR and double SH3 domains protein 2",3950.66666666667
"1158","LOC105668440","gene3097","long-chain fatty acid transport protein 4",2711
"1195","LOC105668477","gene3096","5-oxoprolinase",4881.5
"1091","LOC105668373","gene3091","uncharacterized LOC105668373",8399
"5889","LOC105673171","gene7603","uncharacterized LOC105673171",3699
"8339","LOC105675620","gene9640","aminopeptidase N-like",3406
"12183","LOC105679464","gene1529","putative fatty acyl-CoA reductase CG5065",2341
"12168","LOC105679449","gene1521","trichohyalin-like",1701
"12182","LOC105679463","gene1527","putative fatty acyl-CoA reductase CG5065",2048.5
"12180","LOC105679461","gene1526","hydroxysteroid dehydrogenase-like protein 2",813.2
"5881","LOC105673163","gene7604","uncharacterized LOC105673163",6037
"10474","LOC105677755","gene11713","embryonic polarity protein dorsal",3623
"1674","LOC105668956","gene3672","GATA-binding factor C-like",5554.75
"1692","LOC105668974","gene3678","glycine dehydrogenase (decarboxylating), mitochondrial",3438
"9486","LOC105676767","gene10852","vacuolar protein sorting-associated protein 13C",10656.8333333333
"9492","LOC105676773","gene10853","protein lifeguard 1-like",2168
"3550","LOC105670832","gene5371","protein jim lovell",3473.71428571429
"3288","LOC105670570","gene5169","heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog",1786.66666666667
"9518","LOC105676799","gene10859","uncharacterized LOC105676799",3571
"8619","LOC105675900","gene10024","J domain-containing protein",5818.33333333333
"6393","LOC105673675","gene8000","clathrin heavy chain",6607
"10495","LOC105677776","gene11614","translation factor GUF1 homolog, mitochondrial",2205.5
"10365","LOC105677646","gene11613","uncharacterized LOC105677646",2075
"6581","LOC105673863","gene8266","oocyte zinc finger protein XlCOF6.1-like",2024
"3341","LOC105670623","gene5239","protein king tubby",2191.66666666667
"3117","LOC105670399","gene5024","histone-lysine N-methyltransferase eggless",3716.5
"3699","LOC105670981","gene5539","uncharacterized LOC105670981",3513.5
"6427","LOC105673709","gene8036","exostosin-2",2561
"6126","LOC105673408","gene7757","caprin homolog",3569
"5234","LOC105672516","gene6945","KAT8 regulatory NSL complex subunit 3",4769
"5238","LOC105672520","gene6946","crossover junction endonuclease EME1",1535
"6429","LOC105673711","gene8035","threonine aspartase 1-like",1517
"5235","LOC105672517","gene6942","exportin-7",4145.28571428571
"5237","LOC105672519","gene6943","beta-TrCP",4197
"6123","LOC105673405","gene7758","mediator of RNA polymerase II transcription subunit 20",1222
"6439","LOC105673721","gene8039","lipid phosphate phosphohydrolase 1-like",3729
"7226","LOC105674508","gene8669","neprilysin-1",3497
"7175","LOC105674457","gene8666","mediator of RNA polymerase II transcription subunit 23",5223
"7177","LOC105674459","gene8665","protein lingerer",6657.14285714286
"7174","LOC105674456","gene8663","uncharacterized LOC105674456",5320.66666666667
"7120","LOC105674402","gene8825","TAR DNA-binding protein 43-like",2400
"9543","LOC105676824","gene10878","transcription elongation factor B polypeptide 3",3048.5
"9530","LOC105676811","gene10879","scavenger receptor class B member 1",3585
"9480","LOC105676761","gene10870","CDC42 small effector protein homolog",1198.33333333333
"9472","LOC105676753","gene10872","uncharacterized protein C14orf80 homolog",1466
"3253","LOC105670535","gene5145","mucin-12",8837.5
"7050","LOC105674332","gene8824","TAR DNA-binding protein 43-like",831
"6906","LOC105674188","gene8482","arrestin domain-containing protein 3",2454
"6907","LOC105674189","gene8480","uncharacterized LOC105674189",3391
"6935","LOC105674217","gene8486","neuropeptide FF receptor 1-like",2800.75
"6899","LOC105674181","gene8484","dolichol kinase",2028
"6933","LOC105674215","gene8488","zinc finger protein 143",2970
"9132","LOC105676413","gene10450","transcriptional regulator ERG homolog",1219
"10130","LOC105677411","gene11475","uncharacterized LOC105677411",639
"1527","LOC105668809","gene3541","uncharacterized LOC105668809",5389.33333333333
"9191","LOC105676472","gene10703","transmembrane protein C9orf91 homolog",2032.4
"6699","LOC105673981","gene868","ras association domain-containing protein 8",2227
"6534","LOC105673816","gene864","protein kinase C, brain isozyme",5705.33333333333
"6554","LOC105673836","gene865","uncharacterized LOC105673836",1436
"6290","LOC105673572","gene862","protein PTHB1",2807
"6300","LOC105673582","gene863","BMP-binding endothelial regulator protein",5380.5
"7124","LOC105674406","gene8821","uncharacterized LOC105674406",1456
"8202","LOC105675483","gene9531","E3 ubiquitin-protein ligase Topors-like",2649
"8201","LOC105675482","gene9533","uncharacterized LOC105675482",4957.33333333333
"2905","LOC105670187","gene4815","beta-1,4-N-acetylgalactosaminyltransferase bre-4",3577
"1851","LOC105669133","gene3849","cytosolic endo-beta-N-acetylglucosaminidase",2269
"2901","LOC105670183","gene4819","uncharacterized LOC105670183",4886
"7810","LOC105675091","gene9284","LIM and SH3 domain protein Lasp",2100.33333333333
"7122","LOC105674404","gene8820","uncharacterized LOC105674404",1612
"12545","LOC105679826","gene1737","uncharacterized LOC105679826",904
"12491","LOC105679772","gene1734","ribosomal protein S6 kinase beta-1-like",2123
"12374","LOC105679655","gene1735","dnaJ homolog subfamily C member 10-like",2604
"12486","LOC105679767","gene1730","zinc finger protein 836-like",5297
"12544","LOC105679825","gene1738","diuretic hormone class 2",3212
"12520","LOC105679801","gene1739","putative transcription factor SOX-15",2693
"8183","LOC105675464","gene9752","transcription factor 25",2573
"8184","LOC105675465","gene9753","actin-related protein 3",1403
"3938","LOC105671220","gene5857","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like",6329
"4000","LOC105671282","gene5852","maestro heat-like repeat-containing protein family member 1",5553
"6991","LOC105674273","gene888","protein germ cell-less",2879
"9986","LOC105677267","gene11246","sphingosine-1-phosphate lyase-like",7468.6
"6346","LOC105673628","gene7927","mediator of RNA polymerase II transcription subunit 31-A",970
"11786","LOC105679067","gene12923","zinc finger protein 521-like",2453
"6337","LOC105673619","gene7921","sterol regulatory element-binding protein 1",3235
"1487","LOC105668769","gene3465","importin-5",5156
"3869","LOC105671151","gene5705","uncharacterized LOC105671151",1809
"5867","LOC105673149","gene7567","uncharacterized LOC105673149",4108
"1920","LOC105669202","gene3868","neuromedin-U receptor 2-like",5074.83333333333
"4338","LOC105671620","gene6179","peroxidasin-like",2573
"4334","LOC105671616","gene6175","mini-chromosome maintenance complex-binding protein",1916
"4342","LOC105671624","gene6177","uncharacterized LOC105671624",4384.2
"4327","LOC105671609","gene6171","ras guanine nucleotide exchange factor P-like",6903.5
"4437","LOC105671719","gene6170","histone deacetylase Rpd3-like",3749
"6207","LOC105673489","gene7922","piggyBac transposable element-derived protein 4",2091
"1010","LOC105668292","gene3288","out at first protein",1184
"1005","LOC105668287","gene3289","putative transcription factor SOX-15",5081.53846153846
"1871","LOC105669153","gene3863","equilibrative nucleoside transporter 4",2432
"1084","LOC105668366","gene3281","protein EFR3 homolog cmp44E",3294
"1978","LOC105669260","gene3866","acyl-CoA Delta(11) desaturase-like",2161
"5858","LOC105673140","gene7467","uncharacterized LOC105673140",4781
"1759","LOC105669041","gene3762","uncharacterized LOC105669041",1094
"9968","LOC105677249","gene11283","glycogen-binding subunit 76A",10527
"10001","LOC105677282","gene11289","Kv channel-interacting protein 1",8303.77777777778
"637","LOC105667919","gene2754","protein crumbs-like",1793.75
"2188","LOC105669470","gene4159","autophagy-related protein 13 homolog",1828.75
"11293","LOC105678574","gene1280","transcription elongation factor SPT6",6480
"2171","LOC105669453","gene4153","inositol polyphosphate 5-phosphatase OCRL-1",3193
"2170","LOC105669452","gene4152","dipeptidyl aminopeptidase-like protein 6",4024.5
"2184","LOC105669466","gene4155","uncharacterized LOC105669466",703
"2183","LOC105669465","gene4154","importin subunit alpha-1",2303.5
"4685","LOC105671967","gene6448","",384.25
"10637","LOC105677918","gene11865","protein still life, isoform SIF type 1",8328.83333333333
"5293","LOC105672575","gene6889","RING finger protein 37",1589.5
"10749","LOC105678030","gene11955","myotubularin-related protein 2",2458
"4667","LOC105671949","gene6446","transcriptional activator cubitus interruptus",6896
"3362","LOC105670644","gene5240","uncharacterized LOC105670644",4170
