"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"9262","LOC105676543","gene10687","protein Smaug homolog 1",6085
"6280","LOC105673562","gene7880","flexible cuticle protein 12-like",932
"10043","LOC105677324","gene11338","dnaJ homolog subfamily C member 3",2412.5
"8662","LOC105675943","gene10060","serine--tRNA ligase, mitochondrial",1537
"5298","LOC105672580","gene745","dnaJ homolog subfamily B member 13-like",1083.5
"7903","LOC105675184","gene9308","uncharacterized LOC105675184",3193.25
"8444","LOC105675725","gene9909","serine protease snake-like",1398
"8926","LOC105676207","gene1078","nucleoplasmin-like protein",974.5
"7559","LOC105674840","gene9017","serologically defined colon cancer antigen 8 homolog",3755
"11051","LOC105678332","gene12211","pancreatic triacylglycerol lipase-like",1608
"7777","LOC105675058","gene9263","insulin-like growth factor II",2018
"3096","LOC105670378","gene5010","cuticle protein 38-like",842
"11755","LOC105679036","gene13024","translation machinery-associated protein 7 homolog",678.75
"11910","LOC105679191","gene13021","RNA-binding protein 25",3638
"5597","LOC105672879","gene7228","probable splicing factor, arginine/serine-rich 7",1944
"2343","LOC105669625","gene4305","putative nuclease HARBI1",1001
"11454","LOC105678735","gene12517","circumsporozoite protein-like",1077
"2898","LOC105670180","gene4811","peroxisome biogenesis factor 2",2886
"7811","LOC105675092","gene9281","uncharacterized LOC105675092",2010
"2345","LOC105669627","gene4306","uncharacterized LOC105669627",2177
"10184","LOC105677465","gene11534","ubiquinone biosynthesis protein COQ7 homolog",840
"10183","LOC105677464","gene11533","protein shifted-like",3379
"9627","LOC105676908","gene10919","growth/differentiation factor 11",5031
"2226","LOC105669508","gene4208","probable nucleolar GTP-binding protein 1",2195
"8598","LOC105675879","gene10004","odorant receptor 94a-like",894
"8273","LOC105675554","gene9653","histone H2A",468
"8277","LOC105675558","gene9655","histone H4",402
"8274","LOC105675555","gene9654","histone H2B",489
"8305","LOC105675586","gene9657","histone H2A-like",500
"7827","LOC105675108","gene9387","uncharacterized LOC105675108",828
"7565","LOC105674846","gene9039","protein FAM8A1",1301.66666666667
"10949","LOC105678230","gene12186","uncharacterized LOC105678230",6189.4
"4427","LOC105671709","gene6095","carboxypeptidase Q-like",1656
"4475","LOC105671757","gene6093","CUGBP Elav-like family member 4",2163.63636363636
"1337","LOC105668619","gene3383","putative sodium-coupled neutral amino acid transporter 7",1017
"6992","LOC105674274","gene8542","leucine-rich repeat-containing protein 40",2982.5
"2799","LOC105670081","gene4717","LIM/homeobox protein Awh-like",1587
"8894","LOC105676175","gene10272","selenocysteine Se-methyltransferase-like",2250
"11912","LOC105679193","gene13002","muscle segmentation homeobox-like",4102
"11913","LOC105679194","gene13003","muscle segmentation homeobox-like",1847
"11552","LOC105678833","gene12756","acyl-CoA Delta(11) desaturase-like",2902.33333333333
"11368","LOC105678649","gene12751","stress response protein NST1-like",2291
"1822","LOC105669104","gene3815","40S ribosomal protein S3-A",839
"2519","LOC105669801","gene4546","signal recognition particle subunit SRP68",2039
"9840","LOC105677121","gene1160","cytochrome P450 9e2-like",2229
"11409","LOC105678690","gene12533","ATPase family AAA domain-containing protein 3",2161
"5681","LOC105672963","gene7365","mothers against decapentaplegic homolog 6",11146.5
"7975","LOC105675256","gene9417","uncharacterized LOC105675256",1342
"3358","LOC105670640","gene564","trihelix transcription factor GTL1-like",803
"5453","LOC105672735","gene7133","",248.142857142857
"10151","LOC105677432","gene11510","calcium release-activated calcium channel protein 1",2239.66666666667
"8036","LOC105675317","gene9630","RING finger protein 44",4502
"2391","LOC105669673","gene4349","gastrulation defective protein 1 homolog",1778
"7749","LOC105675030","gene9244","serine protease nudel",6502
"3351","LOC105670633","gene5197","thioredoxin-like protein 1",1159
"3395","LOC105670677","gene5195","prohibitin-2",1216
"3913","LOC105671195","gene5998","26S proteasome non-ATPase regulatory subunit 12",1882
"5533","LOC105672815","gene7282","conserved oligomeric Golgi complex subunit 4",2640
"10136","LOC105677417","gene11452","uncharacterized LOC105677417",2091
"11029","LOC105678310","gene12250","T-complex protein 1 subunit gamma",1935
"1383","LOC105668665","gene3569","probable H/ACA ribonucleoprotein complex subunit 1",1064
"1423","LOC105668705","gene3568","protein CREG1",920
"10485","LOC105677766","gene11703","inhibitor of growth protein 1",1762
"10434","LOC105677715","gene11705","probable DNA mismatch repair protein Msh6",4852
"10443","LOC105677724","gene11707","eukaryotic translation initiation factor 4B-like",2251
"8811","LOC105676092","gene10254","histone H2B",469
"8868","LOC105676149","gene10256","histone H1B-like",768
"7033","LOC105674315","gene8738","zinc finger protein 711-like",510
"7025","LOC105674307","gene8731","zinc finger protein 761-like",1779
"7031","LOC105674313","gene8736","zinc finger protein Xfin-like",849
"8328","LOC105675609","gene9663","zinc finger protein 236",4303
"2073","LOC105669355","gene4038","FMRFamide receptor-like",1395
"3005","LOC105670287","gene4906","uncharacterized LOC105670287",2944
"7671","LOC105674952","gene9175","UDP-glucose 4-epimerase-like",1601
"1245","LOC105668527","gene3324","UDP-glucuronosyltransferase 2C1-like",2607.5
"12789","LOC105680070","gene2085","peptidylprolyl isomerase domain and WD repeat-containing protein 1",2010
"11507","LOC105678788","gene12739","NSFL1 cofactor p47",1377.33333333333
"11301","LOC105678582","gene1287","serine/threonine-protein phosphatase 4 regulatory subunit 2",3832
"12709","LOC105679990","gene1974","elongation factor 1-beta'",943
"6544","LOC105673826","gene8128","uncharacterized LOC105673826",2709
"360","LOC105667642","gene2454","histone deacetylase 3",1815
"1947","LOC105669229","gene3901","tubulin beta-1 chain",2009.5
"7460","LOC105674741","gene8966","Usher syndrome type-1G protein homolog",1876.8
"2580","LOC105669862","gene4457","coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial",856
"5224","LOC105672506","gene6995","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3",2989
"3166","LOC105670448","gene546","hydrocephalus-inducing protein homolog",4812
"363","LOC105667645","gene2471","phosphatidylserine decarboxylase proenzyme",2517
"4762","LOC105672044","gene6508","aprataxin and PNK-like factor",1599.75
"4764","LOC105672046","gene6509","translin-associated protein X",1121
"11093","LOC105678374","gene12275","uncharacterized LOC105678374",2304
"11089","LOC105678370","gene12272","cofilin/actin-depolymerizing factor homolog",1093
"12060","LOC105679341","gene1411","malate dehydrogenase, mitochondrial-like",1807
"12113","LOC105679394","gene1416","putative tRNA pseudouridine synthase Pus10",1803
"9690","LOC105676971","gene11030","adenosine kinase 2",1760.25
"9805","LOC105677086","gene11036","UPF0415 protein C7orf25 homolog",1549
"3557","LOC105670839","gene5400","arginine/serine-rich coiled-coil protein 2",1652
"3508","LOC105670790","gene5402","apolipoprotein D-like",1063.5
"65","LOC105667347","gene223","11-beta-hydroxysteroid dehydrogenase-like 2",1072
"8258","LOC105675539","gene9576","actin-related protein 2/3 complex subunit 1A",1830
"7941","LOC105675222","gene9404","ribosome biogenesis protein BMS1 homolog",4995
"3409","LOC105670691","gene5284","EF-hand calcium-binding domain-containing protein 1",944
"12620","LOC105679901","gene1897","angio-associated migratory cell protein",1567
"9714","LOC105676995","gene11009","acyl-CoA-binding domain-containing protein 6-like",1063
"12644","LOC105679925","gene1953","serine/arginine-rich splicing factor 2",2053.5
"2006","LOC105669288","gene3983","phospholipase A2-like",1020
"7542","LOC105674823","gene9096","ADP-ribose pyrophosphatase, mitochondrial",1190
"7535","LOC105674816","gene9095","pleckstrin homology-like domain family B member 1",5988
"7539","LOC105674820","gene9092","BUD13 homolog",2067
"7541","LOC105674822","gene9091","arrestin domain-containing protein 2",2250
"8405","LOC105675686","gene9896","suppressor of fused homolog",2101
"8392","LOC105675673","gene9899","tubulin alpha-2/alpha-4 chain-like",1549
"4740","LOC105672022","gene6524","ubiquitin-conjugating enzyme E2 G2",697.5
"9931","LOC105677212","gene11217","GDNF-inducible zinc finger protein 1-like",2324
"11143","LOC105678424","gene12291","G protein-coupled receptor kinase 1",2982.33333333333
"309","LOC105667591","gene2473","probable tRNA (uracil-O(2)-)-methyltransferase",1983
"5839","LOC105673121","gene7498","UMP-CMP kinase",940
"5834","LOC105673116","gene7492","probable cytochrome P450 49a1",1916
"12537","LOC105679818","gene1893","cytosolic 10-formyltetrahydrofolate dehydrogenase",4395.5
"1159","LOC105668441","gene3100","uncharacterized LOC105668441",1149
"9918","LOC105677199","gene11213","DNA-directed RNA polymerase II subunit RPB1",7447
"7868","LOC105675149","gene971","ATP-binding cassette sub-family G member 8",3214
"9823","LOC105677104","gene1159","cytochrome P450 9e2-like",2159
"7595","LOC105674876","gene9139","methyltransferase-like protein 6",1029
"11721","LOC105679002","gene12847","homeobox protein GBX-2",3401
"11720","LOC105679001","gene12846","ankyrin repeat domain-containing protein 16-like",1087
"1500","LOC105668782","gene3471","insulin-like growth factor 2 mRNA-binding protein 1",4468.4
"12884","LOC105680165","gene2151","inositol monophosphatase 1-like",1670.66666666667
"4498","LOC105671780","gene6318","transducin beta-like protein 2",1011
"4531","LOC105671813","gene6312","elongation of very long chain fatty acids protein AAEL008004-like",4263
"7957","LOC105675238","gene9423","chitinase-3-like protein 1",2569
"11260","LOC105678541","gene12335","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",2053
"5429","LOC105672711","gene7125","uncharacterized LOC105672711",2625
"9692","LOC105676973","gene11024","zinc finger CCHC domain-containing protein 24-like",761
"10407","LOC105677688","gene11684","embryonic polarity protein dorsal-like",5496.33333333333
"1879","LOC105669161","gene3942","uncharacterized LOC105669161",2446
"2817","LOC105670099","gene4740","cuticle protein 65-like",1056
"6045","LOC105673327","gene7684","flavin-containing monooxygenase FMO GS-OX-like 2",2005
"2973","LOC105670255","gene4885","T-complex protein 1 subunit alpha",2230
"6878","LOC105674160","gene8433","secretin receptor",1609
"10872","LOC105678153","gene12105","serum response factor-like",2907
"10873","LOC105678154","gene12108","threonylcarbamoyladenosine tRNA methylthiotransferase",1959
"7046","LOC105674328","gene8753","zinc finger X-chromosomal protein-like",492
"2881","LOC105670163","gene4796","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",2186
"2879","LOC105670161","gene4794","uncharacterized LOC105670161",6610
"7044","LOC105674326","gene8750","zinc finger protein 774-like",492
"4411","LOC105671693","gene6101","cyclin-dependent kinase 2-like",1471
"4491","LOC105671773","gene6105","urea transporter 1-like",2098.5
"4483","LOC105671765","gene6106","DNA replication licensing factor Mcm6",2840
"4297","LOC105671579","gene6107","uncharacterized LOC105671579",871
"5992","LOC105673274","gene7470","frizzled-4-like",2241
"10555","LOC105677836","gene1218","ester hydrolase C11orf54 homolog",1222
"8409","LOC105675690","gene9901","ras suppressor protein 1",1218.5
"356","LOC105667638","gene256","cytochrome P450 3A19-like",810
"9662","LOC105676943","gene1135","uncharacterized LOC105676943",687.5
"11665","LOC105678946","gene12821","26S protease regulatory subunit 6A-B",1636
"4733","LOC105672015","gene6484","uncharacterized LOC105672015",2997.4
"4730","LOC105672012","gene6486","ribonuclease H2 subunit A",1266
"4694","LOC105671976","gene6483","nucleoporin NUP53",1180
"12893","LOC105680174","gene2177","echinoderm microtubule-associated protein-like CG42247",1149
"11177","LOC105678458","gene12318","toll-interacting protein-like",1173.66666666667
"3664","LOC105670946","gene5492","probable elongator complex protein 2",2528
"1165","LOC105668447","gene3174","uncharacterized LOC105668447",2310
"1984","LOC105669266","gene3963","putative nuclease HARBI1",1324
"9923","LOC105677204","gene11193","DNA polymerase alpha subunit B",2017.5
"10313","LOC105677594","gene11402","cell division control protein 45 homolog",2418
"10258","LOC105677539","gene11401","nucleoredoxin-like",2562
"6585","LOC105673867","gene8268","zinc finger protein 502-like",935
"8413","LOC105675694","gene9852","uncharacterized LOC105675694",1200
"8468","LOC105675749","gene9850","thymidylate kinase",1007
"3234","LOC105670516","gene5115","uncharacterized LOC105670516",801
"3297","LOC105670579","gene5110","HIV Tat-specific factor 1",1778
"6925","LOC105674207","gene8456","dnaJ protein homolog 1-like",2109.5
"7475","LOC105674756","gene8988","transcription factor SOX-8-like",2078.5
"3278","LOC105670560","gene5156","U7 snRNA-associated Sm-like protein LSm11",933
"1315","LOC105668597","gene3363","uncharacterized LOC105668597",947
"12111","LOC105679392","gene1479","vanin-like protein 1",2229.25
"11004","LOC105678285","gene12129","coiled-coil domain-containing protein 134-like",1126
"4551","LOC105671833","gene6297","uncharacterized LOC105671833",5598
"5989","LOC105673271","gene7536","uncharacterized LOC105673271",2180
"4357","LOC105671639","gene6125","transmembrane protein adipocyte-associated 1 homolog",3688.5
"4359","LOC105671641","gene6120","peroxisomal leader peptide-processing protease-like",2294.5
"9659","LOC105676940","gene11028","uncharacterized LOC105676940",567
"6419","LOC105673701","gene7989","serine/arginine repetitive matrix protein 2",1844
"7818","LOC105675099","gene9289","synaptic vesicle glycoprotein 2B-like",3883
"8700","LOC105675981","gene10120","uncharacterized protein C15orf61 homolog",1424.5
"10576","LOC105677857","gene1277","deoxyhypusine hydroxylase",1405
"3122","LOC105670404","gene4983","shootin-1",2702.66666666667
"3917","LOC105671199","gene5957","ruvB-like 2",1574.5
"9348","LOC105676629","gene10436","uncharacterized LOC105676629",8139
"5257","LOC105672539","gene743","uncharacterized LOC105672539",2826
"2501","LOC105669783","gene4511","alkaline phosphatase-like",1724
"1090","LOC105668372","gene3230","glycosyltransferase-like protein LARGE2",2180
"1143","LOC105668425","gene338","alkylated DNA repair protein alkB homolog 8",2083
"5848","LOC105673130","gene7460","IST1 homolog",1542.33333333333
"2502","LOC105669784","gene4512","uncharacterized LOC105669784",1716.5
"2609","LOC105669891","gene4515","uncharacterized LOC105669891",3103
"664","LOC105667946","gene2775","uncharacterized LOC105667946",1166
"4758","LOC105672040","gene6467","pro-resilin",1318
"11219","LOC105678500","gene12373","26S proteasome non-ATPase regulatory subunit 13",1342
"2206","LOC105669488","gene4276","uncharacterized LOC105669488",5218
"4678","LOC105671960","gene6408","ubiquitin-conjugating enzyme E2 J1-like",2069
"1902","LOC105669184","gene3948","uncharacterized LOC105669184",2132
"9089","LOC105676370","gene10331","uncharacterized LOC105676370",1895.4
"9088","LOC105676369","gene10330","organic cation transporter protein",2377
"10260","LOC105677541","gene11421","ATP-dependent RNA helicase DDX54",2582
"10262","LOC105677543","gene11422","uncharacterized LOC105677543",4161.33333333333
"10261","LOC105677542","gene11424","protein ST7 homolog",2453
"5131","LOC105672413","gene6914","uncharacterized LOC105672413",9121
"7310","LOC105674592","gene8612","uncharacterized LOC105674592",1917
"7086","LOC105674368","gene8618","26S proteasome non-ATPase regulatory subunit 4",1322
"7133","LOC105674415","gene8619","uncharacterized LOC105674415",1819
"7051","LOC105674333","gene897","NGFI-A-binding protein homolog",3153.66666666667
"6974","LOC105674256","gene891","heparan-alpha-glucosaminide N-acetyltransferase-like",2385
"8533","LOC105675814","gene9877","maternal embryonic leucine zipper kinase-like",2409
"181","LOC105667463","gene2346","rap1 GTPase-GDP dissociation stimulator 1-B",1960
"3901","LOC105671183","gene5826","mucin-5AC-like",7617
"4099","LOC105671381","gene5827","uncharacterized LOC105671381",1258
"10979","LOC105678260","gene12142","E3 ubiquitin-protein ligase CHIP",2854.5
"3921","LOC105671203","gene5774","uncharacterized LOC105671203",982
"4319","LOC105671601","gene6145","protein farnesyltransferase subunit beta",1602
"11201","LOC105678482","gene12464","NF-kappa-B inhibitor cactus-like",4243
"11241","LOC105678522","gene12394","contactin-5",780
"815","LOC105668097","gene2915","uncharacterized LOC105668097",1268
"5783","LOC105673065","gene7433","prostatic acid phosphatase-like",1727
"5928","LOC105673210","gene7431","odorant receptor 30a-like",1075
"1577","LOC105668859","gene3594","facilitated trehalose transporter Tret1-like",4069.5
"1134","LOC105668416","gene3047","protein unzipped",4260
"2203","LOC105669485","gene4166","eukaryotic translation initiation factor 5B",4210
"9558","LOC105676839","gene10887","L-lactate dehydrogenase-like",2375
"86","LOC105667368","gene2283","46 kDa FK506-binding nuclear protein-like",924
"4677","LOC105671959","gene6442","40S ribosomal protein S14",574
"4133","LOC105671415","gene5877","transducin beta-like protein 3",2673
"90","LOC105667372","gene2288","uncharacterized LOC105667372",3447
"4493","LOC105671775","gene663","puromycin-sensitive aminopeptidase",3585
"4450","LOC105671732","gene660","zinc transporter 1",2055.66666666667
"4503","LOC105671785","gene664","DNA-binding protein inhibitor ID-2",2416
"4519","LOC105671801","gene668","eukaryotic translation initiation factor 3 subunit D",1962
"11304","LOC105678585","gene12429","leucine-rich repeat neuronal protein 2",1874
"11233","LOC105678514","gene12421","transmembrane protein 42",1074
"10671","LOC105677952","gene11906","uncharacterized LOC105677952",1003
"5359","LOC105672641","gene6939","uncharacterized protein DDB_G0272420-like",1811.5
"9519","LOC105676800","gene10863","uncharacterized LOC105676800",3045
"6823","LOC105674105","gene877","beta-hexosaminidase subunit beta-like",1865
"12515","LOC105679796","gene1705","uncharacterized LOC105679796",1769
"7983","LOC105675264","gene9411","uncharacterized LOC105675264",845
"4114","LOC105671396","gene5844","mediator of RNA polymerase II transcription subunit 8",1509
"4113","LOC105671395","gene5845","methyltransferase-like protein 25",1587
"4077","LOC105671359","gene5843","NAD-dependent protein deacylase sirtuin-5, mitochondrial-like",1282
"4002","LOC105671284","gene5849","cilia- and flagella-associated protein 52",6272.33333333333
"1415","LOC105668697","gene3415","insulin-like growth factor-binding protein complex acid labile subunit",1388
"3882","LOC105671164","gene5718","chymotrypsin-2-like",877
"4320","LOC105671602","gene6168","bystin",1645
"4317","LOC105671599","gene6167","DNA replication licensing factor Mcm7",2401
"4379","LOC105671661","gene6165","inositol polyphosphate multikinase",2528.6
"11495","LOC105678776","gene12585","uncharacterized LOC105678776",3425.77777777778
"11491","LOC105678772","gene12583","nuclear protein localization protein 4 homolog",2122.66666666667
"2179","LOC105669461","gene4142","galectin-8-like",1719
"2167","LOC105669449","gene4140","uncharacterized LOC105669449",1841
"7886","LOC105675167","gene9391","exocyst complex component 2-like",3381
"7376","LOC105674657","gene8804","uncharacterized LOC105674657",2346
"2528","LOC105669810","gene4465","isoleucine--tRNA ligase, mitochondrial",3030
"10653","LOC105677934","gene11873","uncharacterized LOC105677934",1132
"530","LOC105667812","gene2739","signal recognition particle receptor subunit alpha homolog",2015
"4799","LOC105672081","gene688","26S protease regulatory subunit 8-like",1540
"4722","LOC105672004","gene682","FAS-associated factor 1",2264
"5676","LOC105672958","gene7389","cytochrome P450 9e2-like",1784
"4624","LOC105671906","gene6396","exocyst complex component 7",2441.5
"4649","LOC105671931","gene6392","pre-mRNA-splicing factor 18",1401
"11134","LOC105678415","gene12402","pancreatic triacylglycerol lipase-like",3067.85714285714
"12171","LOC105679452","gene1512","T-complex protein 1 subunit epsilon",2387
"6453","LOC105673735","gene8101","carbohydrate sulfotransferase 11-like",1365.75
"5337","LOC105672619","gene6952","uncharacterized protein C3orf18 homolog",1696.33333333333
"6465","LOC105673747","gene8126","probable phospholipid hydroperoxide glutathione peroxidase",912.333333333333
"10358","LOC105677639","gene11607","programmed cell death 6-interacting protein",2847
"9449","LOC105676730","gene10807","replication factor C subunit 4",1434.5
"9451","LOC105676732","gene10806","proteasome subunit beta type-7",1005
"9443","LOC105676724","gene10803","elongation factor Ts, mitochondrial",1371
"10128","LOC105677409","gene11468","integrin alpha-9-like",4579
"10109","LOC105677390","gene11467","spidroin-2-like",2679
"9505","LOC105676786","gene10828","phospholipid scramblase 2-like",1648
"6118","LOC105673400","gene850","uncharacterized LOC105673400",843
"6314","LOC105673596","gene855","putative inorganic phosphate cotransporter",5145.5
"6359","LOC105673641","gene856","uncharacterized LOC105673641",1003
"8474","LOC105675755","gene9839","60S acidic ribosomal protein P0",1190
"10546","LOC105677827","gene11800","40S ribosomal protein S2",956
"7288","LOC105674570","gene8791","peptide chain release factor 1-like, mitochondrial",1512
"8310","LOC105675591","gene9748","negative elongation factor B",2318
"2284","LOC105669566","gene4234","sorting nexin-25-like",3043
"1503","LOC105668785","gene3479","tryptophan--tRNA ligase, cytoplasmic",1730
"4103","LOC105671385","gene5866","pre-mRNA-splicing factor Syf2",935
"4102","LOC105671384","gene5867","uncharacterized LOC105671384",3259
"5924","LOC105673206","gene7593","survival motor neuron protein",1453
"5882","LOC105673164","gene7598","anaphase-promoting complex subunit 7",2674
"2044","LOC105669326","gene4021","sodium-coupled monocarboxylate transporter 1-like",2884
"11383","LOC105678664","gene1293","",392.25
"11391","LOC105678672","gene1294","",349.75
"8343","LOC105675624","gene9500","uncharacterized LOC105675624",1233
"1051","LOC105668333","gene3245","uncharacterized LOC105668333",911
"66","LOC105667348","gene2248","cAMP-responsive element-binding protein-like 2",1346
"461","LOC105667743","gene2718","hrp65 protein-like",2564
"833","LOC105668115","gene2954","alpha-methylacyl-CoA racemase-like",872
"11249","LOC105678530","gene12467","stress-induced-phosphoprotein 1",2372
"1589","LOC105668871","gene3596","phenoloxidase 2-like",2993
"1619","LOC105668901","gene3591","hemK methyltransferase family member 1",1266
"1569","LOC105668851","gene3626","probable ATP-dependent RNA helicase Dbp73D",2326
"1581","LOC105668863","gene3627","methylosome subunit pICln",967
"12615","LOC105679896","gene1740","uncharacterized LOC105679896",1512
"7844","LOC105675125","gene9334","bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]",684
"5215","LOC105672497","gene6976","golgin subfamily A member 7",3181
"5280","LOC105672562","gene6971","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1-like",1727
"5281","LOC105672563","gene6970","uncharacterized LOC105672563",1867
"5284","LOC105672566","gene6973","titin-like",1448
"10444","LOC105677725","gene11664","uncharacterized LOC105677725",2598
"9320","LOC105676601","gene10530","zinc finger protein 16-like",3029.6
"9039","LOC105676320","gene10534","uncharacterized LOC105676320",2313
"9422","LOC105676703","gene10759","uncharacterized LOC105676703",3229
"2902","LOC105670184","gene4820","dual specificity protein phosphatase 12",2301
"12586","LOC105679867","gene1748","40S ribosomal protein S5",805
"6989","LOC105674271","gene8543","glutamyl aminopeptidase-like",1750
"3211","LOC105670493","gene5088","uncharacterized LOC105670493",1447
"4445","LOC105671727","gene6214","uncharacterized LOC105671727",3868
"10859","LOC105678140","gene12070","protein phosphatase methylesterase 1",1603
"2135","LOC105669417","gene4108","xaa-Pro aminopeptidase 1",2758.66666666667
"10028","LOC105677309","gene11340","60S ribosomal protein L8",900
"3439","LOC105670721","gene5313","uncharacterized LOC105670721",950
"7185","LOC105674467","gene8598","Golgi integral membrane protein 4",2254.5
"3407","LOC105670689","gene5279","heterogeneous nuclear ribonucleoprotein A3-like",1188
"1236","LOC105668518","gene349","putative fatty acyl-CoA reductase CG5065",551
"11637","LOC105678918","gene12666","putative defense protein 3",602
"11638","LOC105678919","gene12665","uncharacterized LOC105678919",1205
"11527","LOC105678808","gene12662","GSK3-beta interaction protein",896
"7643","LOC105674924","gene9114","arf-GAP with dual PH domain-containing protein 1-like",1886.66666666667
"125","LOC105667407","gene2266","DEAD-box ATP-dependent RNA helicase 17",3083
"12204","LOC105679485","gene1552","uncharacterized LOC105679485",778
"12206","LOC105679487","gene1551","glutamate receptor ionotropic, delta-2-like",2761
"12906","LOC105680187","gene2190","innexin shaking-B",4302.8
"11123","LOC105678404","gene12442","protein scarlet",3109
"11128","LOC105678409","gene12440","mutS protein homolog 4-like",3908
"4040","LOC105671322","gene623","endonuclease G, mitochondrial",1551
"5582","LOC105672864","gene7254","MAGUK p55 subfamily member 7",3357.77777777778
"4094","LOC105671376","gene6022","golgin subfamily A member 6-like protein 22",3288
"750","LOC105668032","gene2856","vitamin K-dependent protein C-like",1433
"743","LOC105668025","gene2855","transmembrane protease serine 9-like",2288
"9187","LOC105676468","gene10518","WD repeat-containing protein 43",2185
"11472","LOC105678753","gene1315","probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial",1444
"11551","LOC105678832","gene1310","CD63 antigen-like",1606
"11508","LOC105678789","gene1311","superoxide dismutase [Cu-Zn], chloroplastic-like",1219.25
"7710","LOC105674991","gene9259","ferritin-1 heavy chain-like",1769
"11494","LOC105678775","gene1318","uncharacterized LOC105678775",2220
"7762","LOC105675043","gene9258","tetratricopeptide repeat protein 17",3980
"6026","LOC105673308","gene813","uncharacterized LOC105673308",1275
"1829","LOC105669111","gene3811","vacuolar-sorting protein SNF8",1222
"5196","LOC105672478","gene7007","copper homeostasis protein cutC homolog",1072
"5190","LOC105672472","gene7008","uncharacterized LOC105672472",5587.25
"9309","LOC105676590","gene10683","prolactin-releasing peptide receptor-like",1692.33333333333
"5381","LOC105672663","gene7075","40S ribosomal protein S16",574
"5377","LOC105672659","gene7072","U3 small nucleolar RNA-interacting protein 2",1826
"10161","LOC105677442","gene11580","protein CLP1 homolog",1462
"10163","LOC105677444","gene11586","protein AAR2 homolog",1894
"5079","LOC105672361","gene6830","syntaxin-18",1659
"5105","LOC105672387","gene6838","transmembrane protein 64",1931.5
"8821","LOC105676102","gene10188","uncharacterized LOC105676102",2859
"3339","LOC105670621","gene5258","importin-11",3319.5
"3375","LOC105670657","gene5257","40S ribosomal protein S6",903
"6257","LOC105673539","gene7875","actin-binding protein anillin-like",2474
"3553","LOC105670835","gene598","uncharacterized LOC105670835",1560
"11379","LOC105678660","gene12602","uncharacterized LOC105678660",1344
"5826","LOC105673108","gene7633","putative inorganic phosphate cotransporter",1894
"11827","LOC105679108","gene12935","pleckstrin homology domain-containing family M member 1",3117
"9494","LOC105676775","gene10836","U3 small nucleolar RNA-associated protein 14 homolog A-like",2686
"722","LOC105668004","gene2837","thioredoxin, mitochondrial",706
"9541","LOC105676822","gene10835","coiled-coil domain-containing protein 6",3733.5
"12450","LOC105679731","gene1840","kinesin-like protein KIF16B",6203
"9182","LOC105676463","gene10575","activating transcription factor of chaperone",2171
"5039","LOC105672321","gene6649","biogenesis of lysosome-related organelles complex 1 subunit 2",787.5
"4841","LOC105672123","gene6645","uncharacterized LOC105672123",1036
"9508","LOC105676789","gene10797","uncharacterized LOC105676789",3000
"11207","LOC105678488","gene129","uncharacterized LOC105678488",1241.5
"12717","LOC105679998","gene2018","heat shock 70 kDa protein cognate 4",2549
"4402","LOC105671684","gene6255","uncharacterized LOC105671684",1818.5
"4401","LOC105671683","gene6256","uncharacterized LOC105671683",1420
"4358","LOC105671640","gene6118","uncharacterized LOC105671640",4052.5
"10317","LOC105677598","gene11561","phosphatidylinositol glycan anchor biosynthesis class U protein",1804
"10328","LOC105677609","gene11563","splicing factor 3A subunit 2",1352
"10242","LOC105677523","gene11565","liprin-beta-2",3087.33333333333
"10329","LOC105677610","gene11564","60S ribosomal protein L27a",621
"3821","LOC105671103","gene5682","uncharacterized family 31 glucosidase KIAA1161",3398.11111111111
"12320","LOC105679601","gene1634","glycine-rich cell wall structural protein 1.0-like",2981
"2936","LOC105670218","gene4851","rRNA 2'-O-methyltransferase fibrillarin",1110
"3344","LOC105670626","gene5236","uncharacterized LOC105670626",1415
"3396","LOC105670678","gene5232","40S ribosomal protein SA",1121
"1643","LOC105668925","gene3700","splicing factor U2af 38 kDa subunit-like",1439
"1649","LOC105668931","gene3703","sugar phosphate exchanger 2",1842.5
"5789","LOC105673071","gene7441","translocator protein-like",1103
"2036","LOC105669318","gene3999","kynurenine/alpha-aminoadipate aminotransferase, mitochondrial-like",2202
"509","LOC105667791","gene2657","carboxylesterase 5A",4221
"8247","LOC105675528","gene9682","angiotensin-converting enzyme",2536
"8432","LOC105675713","gene9933","uncharacterized LOC105675713",3757
"8587","LOC105675868","gene1044","protein O-GlcNAcase",3783.75
"1450","LOC105668732","gene3574","FAD-dependent oxidoreductase domain-containing protein 1",2285.5
"12258","LOC105679539","gene1593","uncharacterized LOC105679539",1067
"7784","LOC105675065","gene9252","probable zinc transporter protein DDB_G0282067",2521
"317","LOC105667599","gene2484","uncharacterized LOC105667599",1034
"1666","LOC105668948","gene3689","uncharacterized LOC105668948",2376.66666666667
"1665","LOC105668947","gene3684","endoplasmin",2941
